FIGHT_ID,EVENT_ID,FIGHT_NAME,FIGHT_WEIGHTCLASS,FIGHT_METHOD,ROUND,TIME,FIGHT_TIME_FORMAT,FIGHT_REFEREE,FIGHT_DETAILS,MINUTE,SECOND,EVENT_NAME,EVENT_DATE,EVENT_LOCATION,FIGHT_WINNER,LOCAL,VISITOR,GENDER,YearMonth
10647,1227,Glover Teixeira v Nikita Krylov,heavyweight,decisionsplit,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision - Split,5,0,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,"Vancouver, British Columbia, Canada",Glover Teixeira,Glover Teixeira,Nikita Krylov,male,2019-09
10651,1227,Misha Cirkunov v Jimmy Crute,heavyweight,submission,1,218,3 Rnd (5-5-5),Yves Lavigne,Peruvian Necktie On Ground,3,38,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,"Vancouver, British Columbia, Canada",Misha Cirkunov,Misha Cirkunov,Jimmy Crute,male,2019-09
10655,1227,Chas Skelly v Jordan Griffin,featherweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,"Vancouver, British Columbia, Canada",Chas Skelly,Chas Skelly,Jordan Griffin,male,2019-09
10720,1233,Cristiane Justino v Felicia Spencer,featherweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",Cristiane Justino,Cristiane Justino,Felicia Spencer,female,2019-07
10724,1233,Alexis Davis v Viviane Araujo,flyweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",Viviane Araujo,Alexis Davis,Viviane Araujo,female,2019-07
10842,1243,Cub Swanson v Shane Burgos,featherweight,decisionsplit,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision - Split,5,0,UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,"Ottawa, Ontario, Canada",Shane Burgos,Cub Swanson,Shane Burgos,male,2019-05
10846,1243,Macy Chiasson v Sarah Moras,bantamweight,kotko,2,142,3 Rnd (5-5-5),Yves Lavigne,Punches to Head From Mount,2,22,UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,"Ottawa, Ontario, Canada",Macy Chiasson,Macy Chiasson,Sarah Moras,female,2019-05
10850,1243,Arjan Bhullar v Juan Adams,heavyweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,"Ottawa, Ontario, Canada",Arjan Bhullar,Arjan Bhullar,Juan Adams,male,2019-05
11041,1259,Hakeem Dawodu v Kyle Bochniak,featherweight,decisionsplit,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision - Split,5,0,UFC 231: Holloway vs. Ortega,2018-12-08,"Toronto, Ontario, Canada",Hakeem Dawodu,Hakeem Dawodu,Kyle Bochniak,male,2018-12
11044,1259,Olivier Aubin-Mercier v Gilbert Burns,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC 231: Holloway vs. Ortega,2018-12-08,"Toronto, Ontario, Canada",Gilbert Burns,Olivier Aubin-Mercier,Gilbert Burns,male,2018-12
11063,1261,Rafael Dos Anjos v Kamaru Usman,welterweight,decisionunanimous,5,300,5 Rnd (5-5-5-5-5),Yves Lavigne,Decision,5,0,The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,"Las Vegas, Nevada, USA",Kamaru Usman,Rafael Dos Anjos,Kamaru Usman,male,2018-11
11065,1261,Pannie Kianzad v Macy Chiasson,featherweight,submission,2,131,3 Rnd + OT (5-5-5-5),Yves Lavigne,Rear Naked Choke,2,11,The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,"Las Vegas, Nevada, USA",Macy Chiasson,Pannie Kianzad,Macy Chiasson,female,2018-11
11068,1261,Ji Yeon Kim v Antonina Shevchenko,flyweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,"Las Vegas, Nevada, USA",Antonina Shevchenko,Ji Yeon Kim,Antonina Shevchenko,female,2018-11
11070,1261,Joseph Benavidez v Alex Perez,flyweight,kotko,1,259,3 Rnd (5-5-5),Yves Lavigne,Punches to Head On Ground,4,19,The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,"Las Vegas, Nevada, USA",Joseph Benavidez,Joseph Benavidez,Alex Perez,male,2018-11
11073,1261,Roosevelt Roberts v Darrell Horcher,lightweight,submission,1,290,3 Rnd (5-5-5),Yves Lavigne,Guillotine Choke Standing,4,50,The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,"Las Vegas, Nevada, USA",Roosevelt Roberts,Roosevelt Roberts,Darrell Horcher,male,2018-11
11115,1265,Karl Roberson v Jack Marshman,middleweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC 230: Cormier vs. Lewis,2018-11-03,"New York City, New York, USA",Karl Roberson,Karl Roberson,Jack Marshman,male,2018-11
11119,1265,Julio Arce v Sheymon Moraes,featherweight,decisionsplit,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision - Split,5,0,UFC 230: Cormier vs. Lewis,2018-11-03,"New York City, New York, USA",Sheymon Moraes,Julio Arce,Sheymon Moraes,male,2018-11
11122,1265,Shane Burgos v Kurt Holobaugh,featherweight,submission,1,131,3 Rnd (5-5-5),Yves Lavigne,Armbar From Bottom Guard,2,11,UFC 230: Cormier vs. Lewis,2018-11-03,"New York City, New York, USA",Shane Burgos,Shane Burgos,Kurt Holobaugh,male,2018-11
11124,1266,Volkan Oezdemir v Anthony Smith,heavyweight,submission,3,266,5 Rnd (5-5-5-5-5),Yves Lavigne,Rear Naked Choke,4,26,UFC Fight Night: Oezdemir vs. Smith,2018-10-27,"Moncton, New Brunswick, Canada",Anthony Smith,Volkan Oezdemir,Anthony Smith,male,2018-10
11126,1266,Misha Cirkunov v Patrick Cummins,heavyweight,submission,1,160,3 Rnd (5-5-5),Yves Lavigne,Arm Triangle From Side Control,2,40,UFC Fight Night: Oezdemir vs. Smith,2018-10-27,"Moncton, New Brunswick, Canada",Misha Cirkunov,Misha Cirkunov,Patrick Cummins,male,2018-10
11128,1266,Gian Villante v Ed Herman,heavyweight,decisionsplit,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision - Split,5,0,UFC Fight Night: Oezdemir vs. Smith,2018-10-27,"Moncton, New Brunswick, Canada",Gian Villante,Gian Villante,Ed Herman,male,2018-10
11132,1266,Calvin Kattar v Chris Fishgold,featherweight,kotko,1,251,3 Rnd (5-5-5),Yves Lavigne,Punch to Head At Distance,4,11,UFC Fight Night: Oezdemir vs. Smith,2018-10-27,"Moncton, New Brunswick, Canada",Calvin Kattar,Calvin Kattar,Chris Fishgold,male,2018-10
11214,1273,Jose Aldo v Jeremy Stephens,featherweight,kotko,1,259,3 Rnd (5-5-5),Yves Lavigne,Punches to Body At Distance,4,19,UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,"Calgary, Alberta, Canada",Jose Aldo,Jose Aldo,Jeremy Stephens,male,2018-07
11218,1273,Hakeem Dawodu v Austin Arnett,featherweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,"Calgary, Alberta, Canada",Hakeem Dawodu,Hakeem Dawodu,Austin Arnett,male,2018-07
11221,1273,John Makdessi v Ross Pearson,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,"Calgary, Alberta, Canada",John Makdessi,John Makdessi,Ross Pearson,male,2018-07
11224,1273,Randa Markos v Nina Nunes,strawweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,"Calgary, Alberta, Canada",Nina Nunes,Randa Markos,Nina Nunes,female,2018-07
11499,1297,Santiago Ponzinibbio v Mike Perry,welterweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC Fight Night: Lawler vs. Dos Anjos,2017-12-16,"Winnipeg, Manitoba, Canada",Santiago Ponzinibbio,Santiago Ponzinibbio,Mike Perry,male,2017-12
11503,1297,Chad Laprise v Galore Bofando,welterweight,kotko,1,250,3 Rnd (5-5-5),Yves Lavigne,Punches to Head From Mount,4,10,UFC Fight Night: Lawler vs. Dos Anjos,2017-12-16,"Winnipeg, Manitoba, Canada",Chad Laprise,Chad Laprise,Galore Bofando,male,2017-12
11507,1297,Jordan Mein v Erick Silva,welterweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC Fight Night: Lawler vs. Dos Anjos,2017-12-16,"Winnipeg, Manitoba, Canada",Jordan Mein,Jordan Mein,Erick Silva,male,2017-12
11649,1310,Neil Magny v Rafael Dos Anjos,welterweight,submission,1,223,3 Rnd (5-5-5),Yves Lavigne,Arm Triangle On Ground,3,43,UFC 215: Nunes vs Shevchenko 2,2017-09-09,"Edmonton, Alberta, Canada",Rafael Dos Anjos,Neil Magny,Rafael Dos Anjos,male,2017-09
11653,1310,Sara McMann v Ketlen Vieira,bantamweight,submission,2,256,3 Rnd (5-5-5),Yves Lavigne,Arm Triangle From Half Guard,4,16,UFC 215: Nunes vs Shevchenko 2,2017-09-09,"Edmonton, Alberta, Canada",Ketlen Vieira,Sara McMann,Ketlen Vieira,female,2017-09
11654,1310,Sarah Moras v Ashlee Evans-Smith,bantamweight,submission,1,171,3 Rnd (5-5-5),Yves Lavigne,Armbar On Ground,2,51,UFC 215: Nunes vs Shevchenko 2,2017-09-09,"Edmonton, Alberta, Canada",Sarah Moras,Sarah Moras,Ashlee Evans-Smith,female,2017-09
11899,1331,Anderson Silva v Derek Brunson,middleweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC 208: Holm vs. De Randamie,2017-02-11,"Brooklyn, New York, USA",Anderson Silva,Anderson Silva,Derek Brunson,male,2017-02
11903,1331,Randy Brown v Belal Muhammad,welterweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC 208: Holm vs. De Randamie,2017-02-11,"Brooklyn, New York, USA",Belal Muhammad,Randy Brown,Belal Muhammad,male,2017-02
11906,1331,Ricky Glenn v Phillipe Nover,featherweight,decisionsplit,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision - Split,5,0,UFC 208: Holm vs. De Randamie,2017-02-11,"Brooklyn, New York, USA",Ricky Glenn,Ricky Glenn,Phillipe Nover,male,2017-02
11967,1337,Max Holloway v Anthony Pettis,featherweight,kotko,3,290,5 Rnd (5-5-5-5-5),Yves Lavigne,Punches to Head At Distance,4,50,UFC 206: Holloway vs. Pettis,2016-12-10,"Toronto, Ontario, Canada",Max Holloway,Max Holloway,Anthony Pettis,male,2016-12
11977,1337,Jason Saggo v Rustam Khabilov,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC 206: Holloway vs. Pettis,2016-12-10,"Toronto, Ontario, Canada",Rustam Khabilov,Jason Saggo,Rustam Khabilov,male,2016-12
11992,1339,Joseph Benavidez v Henry Cejudo,flyweight,decisionsplit,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision - Split,5,0,The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,"Las Vegas, Nevada, USA",Joseph Benavidez,Joseph Benavidez,Henry Cejudo,male,2016-12
11994,1339,Ion Cutelaba v Jared Cannonier,heavyweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,"Las Vegas, Nevada, USA",Jared Cannonier,Ion Cutelaba,Jared Cannonier,male,2016-12
11998,1339,Rob Font v Matt Schnell,bantamweight,kotko,1,227,3 Rnd (5-5-5),Yves Lavigne,Punch to Head In Clinch,3,47,The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,"Las Vegas, Nevada, USA",Rob Font,Rob Font,Matt Schnell,male,2016-12
12065,1345,Michael Bisping v Dan Henderson,middleweight,decisionunanimous,5,300,5 Rnd (5-5-5-5-5),Yves Lavigne,Decision,5,0,UFC 204: Bisping vs. Henderson,2016-10-08,"Manchester, England, United Kingdom",Michael Bisping,Michael Bisping,Dan Henderson,male,2016-10
12069,1345,Mirsad Bektic v Russell Doane,featherweight,submission,1,262,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,4,22,UFC 204: Bisping vs. Henderson,2016-10-08,"Manchester, England, United Kingdom",Mirsad Bektic,Mirsad Bektic,Russell Doane,male,2016-10
12072,1345,Leon Edwards v Albert Tumenov,welterweight,submission,3,181,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,3,1,UFC 204: Bisping vs. Henderson,2016-10-08,"Manchester, England, United Kingdom",Leon Edwards,Leon Edwards,Albert Tumenov,male,2016-10
12135,1351,Anthony Pettis v Charles Oliveira,featherweight,submission,3,109,3 Rnd (5-5-5),Yves Lavigne,Guillotine Choke After Drop to Guard,1,49,UFC on FOX: Maia vs. Condit,2016-08-27,"Vancouver, British Columbia, Canada",Anthony Pettis,Anthony Pettis,Charles Oliveira,male,2016-08
12138,1351,Sam Alvey v Kevin Casey,middleweight,kotko,2,296,3 Rnd (5-5-5),Yves Lavigne,Punches to Head On Ground,4,56,UFC on FOX: Maia vs. Condit,2016-08-27,"Vancouver, British Columbia, Canada",Sam Alvey,Sam Alvey,Kevin Casey,male,2016-08
12143,1351,Jeremy Kennedy v Alex Ricci,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC on FOX: Maia vs. Condit,2016-08-27,"Vancouver, British Columbia, Canada",Jeremy Kennedy,Jeremy Kennedy,Alex Ricci,male,2016-08
12239,1360,Donald Cerrone v Patrick Cote,welterweight,kotko,3,155,3 Rnd (5-5-5),Yves Lavigne,Punches to Head At Distance,2,35,UFC Fight Night: MacDonald vs Thompson,2016-06-18,"Ottawa, Ontario, Canada",Donald Cerrone,Donald Cerrone,Patrick Cote,male,2016-06
12241,1360,Olivier Aubin-Mercier v Thibault Gouti,lightweight,submission,3,148,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,2,28,UFC Fight Night: MacDonald vs Thompson,2016-06-18,"Ottawa, Ontario, Canada",Olivier Aubin-Mercier,Olivier Aubin-Mercier,Thibault Gouti,male,2016-06
12245,1360,Tamdan McCrory v Krzysztof Jotko,middleweight,kotko,1,59,3 Rnd (5-5-5),Yves Lavigne,Punch to Head At Distance,0,59,UFC Fight Night: MacDonald vs Thompson,2016-06-18,"Ottawa, Ontario, Canada",Krzysztof Jotko,Tamdan McCrory,Krzysztof Jotko,male,2016-06
12249,1360,Colby Covington v Jonathan Meunier,welterweight,submission,3,54,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,0,54,UFC Fight Night: MacDonald vs Thompson,2016-06-18,"Ottawa, Ontario, Canada",Colby Covington,Colby Covington,Jonathan Meunier,male,2016-06
12351,1369,Gian Villante v Ilir Latifi,heavyweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC 196: McGregor vs Diaz,2016-03-05,"Las Vegas, Nevada, USA",Ilir Latifi,Gian Villante,Ilir Latifi,male,2016-03
12357,1369,Darren Elkins v Chas Skelly,featherweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC 196: McGregor vs Diaz,2016-03-05,"Las Vegas, Nevada, USA",Darren Elkins,Darren Elkins,Chas Skelly,male,2016-03
12359,1369,Jason Saggo v Justin Salas,lightweight,kotko,1,271,3 Rnd (5-5-5),Yves Lavigne,Punches to Head From Back Control,4,31,UFC 196: McGregor vs Diaz,2016-03-05,"Las Vegas, Nevada, USA",Jason Saggo,Jason Saggo,Justin Salas,male,2016-03
12389,1372,Ovince Saint Preux v Rafael Cavalcante,heavyweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC Fight Night: Hendricks vs Thompson,2016-02-06,"Las Vegas, Nevada, USA",Ovince Saint Preux,Ovince Saint Preux,Rafael Cavalcante,male,2016-02
12392,1372,Mike Pyle v Sean Spencer,welterweight,kotko,3,265,3 Rnd (5-5-5),Yves Lavigne,Elbow to Head In Clinch,4,25,UFC Fight Night: Hendricks vs Thompson,2016-02-06,"Las Vegas, Nevada, USA",Mike Pyle,Mike Pyle,Sean Spencer,male,2016-02
12397,1372,Mickey Gall v Mike Jackson,welterweight,submission,1,45,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,0,45,UFC Fight Night: Hendricks vs Thompson,2016-02-06,"Las Vegas, Nevada, USA",Mickey Gall,Mickey Gall,Mike Jackson,male,2016-02
12578,1388,Neil Magny v Erick Silva,welterweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC Fight Night: Holloway vs Oliveira,2015-08-23,"Saskatoon, Saskatchewan, Canada",Neil Magny,Neil Magny,Erick Silva,male,2015-08
12582,1388,Maryna Moroz v Valerie Letourneau,strawweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC Fight Night: Holloway vs Oliveira,2015-08-23,"Saskatoon, Saskatchewan, Canada",Valerie Letourneau,Maryna Moroz,Valerie Letourneau,female,2015-08
12584,1388,Yves Jabouin v Felipe Arantes,bantamweight,submission,1,261,3 Rnd (5-5-5),Yves Lavigne,Armbar From Bottom Guard,4,21,UFC Fight Night: Holloway vs Oliveira,2015-08-23,"Saskatoon, Saskatchewan, Canada",Felipe Arantes,Yves Jabouin,Felipe Arantes,male,2015-08
12616,1391,Miesha Tate v Jessica Eye,bantamweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,"Chicago, Illinois, USA",Miesha Tate,Miesha Tate,Jessica Eye,female,2015-07
12622,1391,Eddie Wineland v Bryan Caraway,bantamweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,"Chicago, Illinois, USA",Bryan Caraway,Eddie Wineland,Bryan Caraway,male,2015-07
12624,1391,Ramsey Nijem v Andrew Holbrook,lightweight,decisionsplit,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision - Split,5,0,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,"Chicago, Illinois, USA",Andrew Holbrook,Ramsey Nijem,Andrew Holbrook,male,2015-07
12653,1394,Michael Graves v Vicente Luque,welterweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,"Las Vegas, Nevada, USA",Michael Graves,Michael Graves,Vicente Luque,male,2015-07
12656,1394,Maximo Blanco v Mike de la Torre,featherweight,kotko,1,16,3 Rnd (5-5-5),Yves Lavigne,Punch to Head At Distance,0,16,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,"Las Vegas, Nevada, USA",Maximo Blanco,Maximo Blanco,Mike de la Torre,male,2015-07
12660,1394,George Sullivan v Dominic Waters,welterweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,"Las Vegas, Nevada, USA",George Sullivan,George Sullivan,Dominic Waters,male,2015-07
12763,1404,Demetrious Johnson v Kyoji Horiguchi,flyweight,submission,5,299,5 Rnd (5-5-5-5-5),Yves Lavigne,Armbar From Mount,4,59,UFC 186: Johnson vs Horiguchi,2015-04-25,"Montreal, Quebec, Canada",Demetrious Johnson,Demetrious Johnson,Kyoji Horiguchi,male,2015-04
12767,1404,Yves Jabouin v Thomas Almeida,bantamweight,kotko,1,258,3 Rnd (5-5-5),Yves Lavigne,Punches to Head At Distance,4,18,UFC 186: Johnson vs Horiguchi,2015-04-25,"Montreal, Quebec, Canada",Thomas Almeida,Yves Jabouin,Thomas Almeida,male,2015-04
12771,1404,Olivier Aubin-Mercier v David Michaud,lightweight,submission,3,95,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,1,35,UFC 186: Johnson vs Horiguchi,2015-04-25,"Montreal, Quebec, Canada",Olivier Aubin-Mercier,Olivier Aubin-Mercier,David Michaud,male,2015-04
12888,1415,Donald Cerrone v Benson Henderson,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC Fight Night: McGregor vs Siver,2015-01-18,"Boston, Massachusetts, USA",Donald Cerrone,Donald Cerrone,Benson Henderson,male,2015-01
12891,1415,Cathal Pendred v Sean Spencer,welterweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC Fight Night: McGregor vs Siver,2015-01-18,"Boston, Massachusetts, USA",Cathal Pendred,Cathal Pendred,Sean Spencer,male,2015-01
12901,1416,Brad Tavares v Nate Marquardt,middleweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC 182: Jones vs Cormier,2015-01-03,"Las Vegas, Nevada, USA",Brad Tavares,Brad Tavares,Nate Marquardt,male,2015-01
12904,1416,Danny Castillo v Paul Felder,lightweight,kotko,2,129,3 Rnd (5-5-5),Yves Lavigne,Spinning Back Fist Head,2,9,UFC 182: Jones vs Cormier,2015-01-03,"Las Vegas, Nevada, USA",Paul Felder,Danny Castillo,Paul Felder,male,2015-01
12908,1416,Omari Akhmedov v Mats Nilsson,welterweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC 182: Jones vs Cormier,2015-01-03,"Las Vegas, Nevada, USA",Omari Akhmedov,Omari Akhmedov,Mats Nilsson,male,2015-01
12934,1419,Carla Esparza v Rose Namajunas,strawweight,submission,3,86,5 Rnd (5-5-5-5-5),Yves Lavigne,Rear Naked Choke,1,26,The Ultimate Fighter: A Champion Will Be Crowned Finale,2014-12-12,"Las Vegas, Nevada, USA",Carla Esparza,Carla Esparza,Rose Namajunas,female,2014-12
12937,1419,Joe Proctor v Yancy Medeiros,lightweight,submission,1,277,3 Rnd (5-5-5),Yves Lavigne,Guillotine Choke On Ground,4,37,The Ultimate Fighter: A Champion Will Be Crowned Finale,2014-12-12,"Las Vegas, Nevada, USA",Yancy Medeiros,Joe Proctor,Yancy Medeiros,male,2014-12
12940,1419,Bec Rawlings v Heather Clark,strawweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,The Ultimate Fighter: A Champion Will Be Crowned Finale,2014-12-12,"Las Vegas, Nevada, USA",Heather Clark,Bec Rawlings,Heather Clark,female,2014-12
13151,1439,Dhiego Lima v Eddie Gordon,middleweight,kotko,1,71,3 Rnd + OT (5-5-5-5),Yves Lavigne,Punches to Head From Back Control,1,11,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06,"Las Vegas, Nevada, USA",Eddie Gordon,Dhiego Lima,Eddie Gordon,male,2014-07
13156,1439,Adriano Martins v Juan Manuel Puig,lightweight,kotko,1,141,3 Rnd (5-5-5),Yves Lavigne,Punch to Head At Distance,2,21,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06,"Las Vegas, Nevada, USA",Adriano Martins,Adriano Martins,Juan Manuel Puig,male,2014-07
13158,1439,Sarah Moras v Alexis Dufresne,catchweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06,"Las Vegas, Nevada, USA",Sarah Moras,Sarah Moras,Alexis Dufresne,male,2014-07
13161,1440,Ronda Rousey v Alexis Davis,bantamweight,kotko,1,16,5 Rnd (5-5-5-5-5),Yves Lavigne,Punches to Head From Side Control,0,16,UFC 175: Weidman vs Machida,2014-07-05,"Las Vegas, Nevada, USA",Ronda Rousey,Ronda Rousey,Alexis Davis,female,2014-07
13162,1440,Uriah Hall v Thiago Santos,middleweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC 175: Weidman vs Machida,2014-07-05,"Las Vegas, Nevada, USA",Uriah Hall,Uriah Hall,Thiago Santos,male,2014-07
13193,1443,Ryan Bader v Rafael Cavalcante,heavyweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC 174: Johnson vs Bagautinov,2014-06-14,"Vancouver, British Columbia, Canada",Ryan Bader,Ryan Bader,Rafael Cavalcante,male,2014-06
13196,1443,Daniel Sarafian v Kiichi Kunimoto,welterweight,submission,1,172,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,2,52,UFC 174: Johnson vs Bagautinov,2014-06-14,"Vancouver, British Columbia, Canada",Kiichi Kunimoto,Daniel Sarafian,Kiichi Kunimoto,male,2014-06
13200,1443,Roland Delorme v Michinori Tanaka,bantamweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC 174: Johnson vs Bagautinov,2014-06-14,"Vancouver, British Columbia, Canada",Michinori Tanaka,Roland Delorme,Michinori Tanaka,male,2014-06
13236,1447,Daniel Cormier v Dan Henderson,heavyweight,submission,3,233,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke       Technical Submission,3,53,UFC 173: Barao vs Dillashaw,2014-05-24,"Las Vegas, Nevada, USA",Daniel Cormier,Daniel Cormier,Dan Henderson,male,2014-05
13238,1447,Takeya Mizugaki v Francisco Rivera,bantamweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC 173: Barao vs Dillashaw,2014-05-24,"Las Vegas, Nevada, USA",Takeya Mizugaki,Takeya Mizugaki,Francisco Rivera,male,2014-05
13241,1447,Tony Ferguson v Katsunori Kikuno,lightweight,kotko,1,246,3 Rnd (5-5-5),Yves Lavigne,Punch to Head At Distance,4,6,UFC 173: Barao vs Dillashaw,2014-05-24,"Las Vegas, Nevada, USA",Tony Ferguson,Tony Ferguson,Katsunori Kikuno,male,2014-05
13283,1451,Michael Bisping v Tim Kennedy,middleweight,decisionunanimous,5,300,5 Rnd (5-5-5-5-5),Yves Lavigne,Decision,5,0,UFC Fight Night: Bisping vs Kennedy,2014-04-16,"Quebec City, Quebec, Canada",Tim Kennedy,Michael Bisping,Tim Kennedy,male,2014-04
13286,1451,Chad Laprise v Olivier Aubin-Mercier,welterweight,decisionsplit,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision - Split,5,0,UFC Fight Night: Bisping vs Kennedy,2014-04-16,"Quebec City, Quebec, Canada",Chad Laprise,Chad Laprise,Olivier Aubin-Mercier,male,2014-04
13289,1451,Sarah Kaufman v Leslie Smith,bantamweight,decisionunanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,UFC Fight Night: Bisping vs Kennedy,2014-04-16,"Quebec City, Quebec, Canada",Sarah Kaufman,Sarah Kaufman,Leslie Smith,female,2014-04
13292,1451,Mark Bocek v Mike de la Torre,lightweight,decisionsplit,3,300,3 Rnd (5-5-5),Yves Lavigne,Decision - Split,5,0,UFC Fight Night: Bisping vs Kennedy,2014-04-16,"Quebec City, Quebec, Canada",Mark Bocek,Mark Bocek,Mike de la Torre,male,2014-04
