FIGHT_ID,EVENT_ID,FIGHT_NAME,FIGHT_WEIGHTCLASS,FIGHT_METHOD,ROUND,TIME,FIGHT_TIME_FORMAT,FIGHT_REFEREE,FIGHT_DETAILS,MINUTE,SECOND,EVENT_NAME,EVENT_DATE,EVENT_LOCATION,FIGHT_WINNER,LOCAL,VISITOR,GENDER,YearMonth
14262,1538,Luiz Cane v Stanislav Nedkov,heavyweight,kotko,1,253,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head At Distance,4,13,UFC 134: Silva vs Okami,2011-08-27,"Rio de Janeiro, Brazil",Stanislav Nedkov,Luiz Cane,Stanislav Nedkov,male,2011-08
14265,1538,Paulo Thiago v David Mitchell,welterweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 134: Silva vs Okami,2011-08-27,"Rio de Janeiro, Brazil",Paulo Thiago,Paulo Thiago,David Mitchell,male,2011-08
14268,1538,Iuri Alcantara v Felipe Arantes,featherweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 134: Silva vs Okami,2011-08-27,"Rio de Janeiro, Brazil",Iuri Alcantara,Iuri Alcantara,Felipe Arantes,male,2011-08
14272,1539,Donald Cerrone v Charles Oliveira,lightweight,kotko,1,181,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head On Ground,3,1,UFC Live: Hardy vs Lytle,2011-08-14,"Milwaukee, Wisconsin, USA",Donald Cerrone,Donald Cerrone,Charles Oliveira,male,2011-08
14276,1539,Ed Herman v Kyle Noke,middleweight,submission,1,255,3 Rnd (5-5-5),Mario Yamasaki,Heel Hook On Ground,4,15,UFC Live: Hardy vs Lytle,2011-08-14,"Milwaukee, Wisconsin, USA",Ed Herman,Ed Herman,Kyle Noke,male,2011-08
14280,1539,Jacob Volkmann v Danny Castillo,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC Live: Hardy vs Lytle,2011-08-14,"Milwaukee, Wisconsin, USA",Jacob Volkmann,Jacob Volkmann,Danny Castillo,male,2011-08
14283,1540,Vitor Belfort v Yoshihiro Akiyama,middleweight,kotko,1,112,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head On Ground,1,52,UFC 133: Evans vs Ortiz 2,2011-08-06,"Philadelphia, Pennsylvania, USA",Vitor Belfort,Vitor Belfort,Yoshihiro Akiyama,male,2011-08
14285,1540,Jorge Rivera v Constantinos Philippou,middleweight,decisionsplit,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision - Split,5,0,UFC 133: Evans vs Ortiz 2,2011-08-06,"Philadelphia, Pennsylvania, USA",Constantinos Philippou,Jorge Rivera,Constantinos Philippou,male,2011-08
14290,1540,Johny Hendricks v Mike Pierce,welterweight,decisionsplit,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision - Split,5,0,UFC 133: Evans vs Ortiz 2,2011-08-06,"Philadelphia, Pennsylvania, USA",Johny Hendricks,Johny Hendricks,Mike Pierce,male,2011-08
14296,1541,Tito Ortiz v Ryan Bader,heavyweight,submission,1,116,3 Rnd (5-5-5),Mario Yamasaki,Guillotine Choke After Drop to Guard,1,56,UFC 132: Cruz vs Faber,2011-07-02,"Las Vegas, Nevada, USA",Tito Ortiz,Tito Ortiz,Ryan Bader,male,2011-07
14300,1541,Brian Bowles v Takeya Mizugaki,bantamweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 132: Cruz vs Faber,2011-07-02,"Las Vegas, Nevada, USA",Brian Bowles,Brian Bowles,Takeya Mizugaki,male,2011-07
14303,1541,Jeff Hougland v Donny Walker,bantamweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 132: Cruz vs Faber,2011-07-02,"Las Vegas, Nevada, USA",Jeff Hougland,Jeff Hougland,Donny Walker,male,2011-07
14362,1547,DaMarques Johnson v Amir Sadollah,welterweight,kotko,2,207,3 Rnd (5-5-5),Mario Yamasaki,Elbows to Head From Mount       Submission to Strikes,3,27,UFC Fight Night: Nogueira vs Davis,2011-03-26,"Seattle, Washington, USA",Amir Sadollah,DaMarques Johnson,Amir Sadollah,male,2011-03
14365,1547,Alex Caceres v Mackens Semerzier,featherweight,submission,1,198,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke,3,18,UFC Fight Night: Nogueira vs Davis,2011-03-26,"Seattle, Washington, USA",Mackens Semerzier,Alex Caceres,Mackens Semerzier,male,2011-03
14369,1547,Johny Hendricks v TJ Waldburger,welterweight,kotko,1,95,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,1,35,UFC Fight Night: Nogueira vs Davis,2011-03-26,"Seattle, Washington, USA",Johny Hendricks,Johny Hendricks,TJ Waldburger,male,2011-03
14385,1549,CB Dollaway v Mark Munoz,middleweight,kotko,1,54,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,0,54,UFC Live: Sanchez vs Kampmann,2011-03-03,"Louisville, Kentucky, USA",Mark Munoz,CB Dollaway,Mark Munoz,male,2011-03
14390,1549,Thiago Tavares v Shane Roller,lightweight,kotko,2,88,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,1,28,UFC Live: Sanchez vs Kampmann,2011-03-03,"Louisville, Kentucky, USA",Shane Roller,Thiago Tavares,Shane Roller,male,2011-03
14393,1549,David Branch v Rousimar Palhares,middleweight,submission,2,104,3 Rnd (5-5-5),Mario Yamasaki,Kneebar On Ground,1,44,UFC Live: Sanchez vs Kampmann,2011-03-03,"Louisville, Kentucky, USA",Rousimar Palhares,David Branch,Rousimar Palhares,male,2011-03
14407,1551,Anderson Silva v Vitor Belfort,middleweight,kotko,1,205,5 Rnd (5-5-5-5-5),Mario Yamasaki,Kick to Head At Distance       Front Kick,3,25,UFC 126: Silva vs Belfort,2011-02-05,"Las Vegas, Nevada, USA",Anderson Silva,Anderson Silva,Vitor Belfort,male,2011-02
14411,1551,Miguel Torres v Antonio Banuelos,bantamweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 126: Silva vs Belfort,2011-02-05,"Las Vegas, Nevada, USA",Miguel Torres,Miguel Torres,Antonio Banuelos,male,2011-02
14414,1551,Norifumi Yamamoto v Demetrious Johnson,bantamweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 126: Silva vs Belfort,2011-02-05,"Las Vegas, Nevada, USA",Demetrious Johnson,Norifumi Yamamoto,Demetrious Johnson,male,2011-02
14418,1552,Melvin Guillard v Evan Dunham,lightweight,kotko,1,178,3 Rnd (5-5-5),Mario Yamasaki,Knees to Head In Clinch,2,58,UFC Fight Night: Fight for the Troops 2,2011-01-22,"Killeen, Texas, USA",Melvin Guillard,Melvin Guillard,Evan Dunham,male,2011-01
14421,1552,Pat Barry v Joey Beltran,heavyweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC Fight Night: Fight for the Troops 2,2011-01-22,"Killeen, Texas, USA",Pat Barry,Pat Barry,Joey Beltran,male,2011-01
14425,1552,Rani Yahya v Mike Brown,featherweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC Fight Night: Fight for the Troops 2,2011-01-22,"Killeen, Texas, USA",Rani Yahya,Rani Yahya,Mike Brown,male,2011-01
14526,1562,Randy Couture v James Toney,heavyweight,submission,1,199,3 Rnd (5-5-5),Mario Yamasaki,Arm Triangle From Mount,3,19,UFC 118: Edgar vs Penn 2,2010-08-28,"Boston, Massachusetts, USA",Randy Couture,Randy Couture,James Toney,male,2010-08
14528,1562,Kenny Florian v Gray Maynard,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 118: Edgar vs Penn 2,2010-08-28,"Boston, Massachusetts, USA",Gray Maynard,Kenny Florian,Gray Maynard,male,2010-08
14532,1562,Dan Miller v John Salter,middleweight,submission,2,113,3 Rnd (5-5-5),Mario Yamasaki,Guillotine Choke After Drop to Ground,1,53,UFC 118: Edgar vs Penn 2,2010-08-28,"Boston, Massachusetts, USA",Dan Miller,Dan Miller,John Salter,male,2010-08
14559,1565,Krzysztof Soszynski v Stephan Bonnar,heavyweight,kotko,2,188,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head From Back Control,3,8,UFC 116: Lesnar vs Carwin,2010-07-03,"Las Vegas, Nevada, USA",Stephan Bonnar,Krzysztof Soszynski,Stephan Bonnar,male,2010-07
14563,1565,Kendall Grove v Goran Reljic,middleweight,decisionsplit,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision - Split,5,0,UFC 116: Lesnar vs Carwin,2010-07-03,"Las Vegas, Nevada, USA",Kendall Grove,Kendall Grove,Goran Reljic,male,2010-07
14566,1565,Jon Madsen v Karlos Vemola,heavyweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 116: Lesnar vs Carwin,2010-07-03,"Las Vegas, Nevada, USA",Jon Madsen,Jon Madsen,Karlos Vemola,male,2010-07
14601,1569,Sam Stout v Jeremy Stephens,lightweight,decisionsplit,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision - Split,5,0,UFC 113: Machida vs Shogun 2,2010-05-08,"Montreal, Quebec, Canada",Jeremy Stephens,Sam Stout,Jeremy Stephens,male,2010-05
14603,1569,Patrick Cote v Alan Belcher,middleweight,submission,2,205,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke,3,25,UFC 113: Machida vs Shogun 2,2010-05-08,"Montreal, Quebec, Canada",Alan Belcher,Patrick Cote,Alan Belcher,male,2010-05
14607,1569,Joey Beltran v Tim Hague,heavyweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 113: Machida vs Shogun 2,2010-05-08,"Montreal, Quebec, Canada",Joey Beltran,Joey Beltran,Tim Hague,male,2010-05
14620,1571,Kenny Florian v Takanori Gomi,lightweight,submission,3,172,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke,2,52,UFC Fight Night: Florian vs Gomi,2010-03-31,"Charlotte, North Carolina, USA",Kenny Florian,Kenny Florian,Takanori Gomi,male,2010-03
14622,1571,Nate Quarry v Jorge Rivera,middleweight,kotko,2,29,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head At Distance,0,29,UFC Fight Night: Florian vs Gomi,2010-03-31,"Charlotte, North Carolina, USA",Jorge Rivera,Nate Quarry,Jorge Rivera,male,2010-03
14672,1576,Gray Maynard v Nate Diaz,lightweight,decisionsplit,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision - Split,5,0,UFC Fight Night: Maynard vs Diaz,2010-01-11,"Fairfax, Virginia, USA",Gray Maynard,Gray Maynard,Nate Diaz,male,2010-01
14675,1576,Amir Sadollah v Brad Blackburn,welterweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC Fight Night: Maynard vs Diaz,2010-01-11,"Fairfax, Virginia, USA",Amir Sadollah,Amir Sadollah,Brad Blackburn,male,2010-01
14678,1576,Thiago Tavares v Nik Lentz,lightweight,decisionmajority,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC Fight Night: Maynard vs Diaz,2010-01-11,"Fairfax, Virginia, USA",Nik Lentz,Thiago Tavares,Nik Lentz,male,2010-01
14686,1577,Jim Miller v Duane Ludwig,lightweight,submission,1,151,3 Rnd (5-5-5),Mario Yamasaki,Armbar From Mount,2,31,UFC 108: Evans vs Silva,2010-01-02,"Las Vegas, Nevada, USA",Jim Miller,Jim Miller,Duane Ludwig,male,2010-01
14690,1577,Mark Munoz v Ryan Jensen,middleweight,kotko,1,150,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head From Back Control       Submission to Strikes,2,30,UFC 108: Evans vs Silva,2010-01-02,"Las Vegas, Nevada, USA",Mark Munoz,Mark Munoz,Ryan Jensen,male,2010-01
14695,1578,Jon Fitch v Mike Pierce,welterweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 107: Penn vs Sanchez,2009-12-12,"Memphis, Tennessee, USA",Jon Fitch,Jon Fitch,Mike Pierce,male,2009-12
14696,1578,Kenny Florian v Clay Guida,lightweight,submission,2,139,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke,2,19,UFC 107: Penn vs Sanchez,2009-12-12,"Memphis, Tennessee, USA",Kenny Florian,Kenny Florian,Clay Guida,male,2009-12
14699,1578,Matt Wiman v Shane Nelson,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 107: Penn vs Sanchez,2009-12-12,"Memphis, Tennessee, USA",Matt Wiman,Matt Wiman,Shane Nelson,male,2009-12
14715,1580,Josh Koscheck v Anthony Johnson,welterweight,submission,2,287,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke,4,47,UFC 106: Ortiz vs Griffin 2,2009-11-21,"Las Vegas, Nevada, USA",Josh Koscheck,Josh Koscheck,Anthony Johnson,male,2009-11
14720,1580,Kendall Grove v Jake Rosholt,middleweight,submission,1,239,3 Rnd (5-5-5),Mario Yamasaki,Triangle Choke From Bottom Guard,3,59,UFC 106: Ortiz vs Griffin 2,2009-11-21,"Las Vegas, Nevada, USA",Kendall Grove,Kendall Grove,Jake Rosholt,male,2009-11
14722,1580,Caol Uno v Fabricio Camoes,lightweight,decisionmajority,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 106: Ortiz vs Griffin 2,2009-11-21,"Las Vegas, Nevada, USA",Fabricio Camoes,Caol Uno,Fabricio Camoes,male,2009-11
14769,1585,Antonio Rodrigo Nogueira v Randy Couture,heavyweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 102: Couture vs Nogueira,2009-08-29,"Portland, Oregon, USA",Antonio Rodrigo Nogueira,Antonio Rodrigo Nogueira,Randy Couture,male,2009-08
14777,1585,Todd Duffee v Tim Hague,heavyweight,kotko,1,7,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,0,7,UFC 102: Couture vs Nogueira,2009-08-29,"Portland, Oregon, USA",Todd Duffee,Todd Duffee,Tim Hague,male,2009-08
14784,1586,Ricardo Almeida v Kendall Grove,middleweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 101: Declaration,2009-08-08,"Philadelphia, Pennsylvania, USA",Ricardo Almeida,Ricardo Almeida,Kendall Grove,male,2009-08
14786,1586,John Howard v Tamdan McCrory,welterweight,decisionsplit,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision - Split,5,0,UFC 101: Declaration,2009-08-08,"Philadelphia, Pennsylvania, USA",John Howard,John Howard,Tamdan McCrory,male,2009-08
14794,1587,Dan Henderson v Michael Bisping,middleweight,kotko,2,200,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,3,20,UFC 100,2009-07-11,"Las Vegas, Nevada, USA",Dan Henderson,Dan Henderson,Michael Bisping,male,2009-07
14795,1587,Yoshihiro Akiyama v Alan Belcher,middleweight,decisionsplit,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision - Split,5,0,UFC 100,2009-07-11,"Las Vegas, Nevada, USA",Yoshihiro Akiyama,Yoshihiro Akiyama,Alan Belcher,male,2009-07
14799,1587,Dong Hyun Kim v TJ Grant,welterweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 100,2009-07-11,"Las Vegas, Nevada, USA",Dong Hyun Kim,Dong Hyun Kim,TJ Grant,male,2009-07
14812,1589,Rich Franklin v Wanderlei Silva,catchweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 99: The Comeback,2009-06-13,"Cologne, North Rhine-Westphalia, Germany",Rich Franklin,Rich Franklin,Wanderlei Silva,male,2009-06
14816,1589,Spencer Fisher v Caol Uno,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 99: The Comeback,2009-06-13,"Cologne, North Rhine-Westphalia, Germany",Spencer Fisher,Spencer Fisher,Caol Uno,male,2009-06
14821,1589,Paul Kelly v Rolando Delgado,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 99: The Comeback,2009-06-13,"Cologne, North Rhine-Westphalia, Germany",Paul Kelly,Paul Kelly,Rolando Delgado,male,2009-06
14824,1590,Lyoto Machida v Rashad Evans,heavyweight,kotko,2,237,5 Rnd (5-5-5-5-5),Mario Yamasaki,Punch to Head At Distance,3,57,UFC 98: Evans vs Machida,2009-05-23,"Las Vegas, Nevada, USA",Lyoto Machida,Lyoto Machida,Rashad Evans,male,2009-05
14829,1590,Brock Larson v Mike Pyle,welterweight,submission,1,186,3 Rnd (5-5-5),Mario Yamasaki,Arm Triangle From Side Control,3,6,UFC 98: Evans vs Machida,2009-05-23,"Las Vegas, Nevada, USA",Brock Larson,Brock Larson,Mike Pyle,male,2009-05
14837,1591,Mauricio Rua v Chuck Liddell,heavyweight,kotko,1,268,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,4,28,UFC 97: Redemption,2009-04-18,"Montreal, Quebec, Canada",Mauricio Rua,Mauricio Rua,Chuck Liddell,male,2009-04
14840,1591,Luiz Cane v Steve Cantwell,heavyweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 97: Redemption,2009-04-18,"Montreal, Quebec, Canada",Luiz Cane,Luiz Cane,Steve Cantwell,male,2009-04
14842,1591,Nate Quarry v Jason MacDonald,middleweight,kotko,1,147,3 Rnd (5-5-5),Mario Yamasaki,Elbows to Head From Guard,2,27,UFC 97: Redemption,2009-04-18,"Montreal, Quebec, Canada",Nate Quarry,Nate Quarry,Jason MacDonald,male,2009-04
14849,1592,Tyson Griffin v Rafael Dos Anjos,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC Fight Night: Condit vs Kampmann,2009-04-01,"Nashville, Tennessee, USA",Tyson Griffin,Tyson Griffin,Rafael Dos Anjos,male,2009-04
14851,1592,Gleison Tibau v Jeremy Stephens,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC Fight Night: Condit vs Kampmann,2009-04-01,"Nashville, Tennessee, USA",Gleison Tibau,Gleison Tibau,Jeremy Stephens,male,2009-04
14854,1592,Tim Credeur v Nick Catone,middleweight,submission,2,225,3 Rnd (5-5-5),Mario Yamasaki,Guillotine Choke On Ground,3,45,UFC Fight Night: Condit vs Kampmann,2009-04-01,"Nashville, Tennessee, USA",Tim Credeur,Tim Credeur,Nick Catone,male,2009-04
14857,1592,Aaron Simpson v Tim McKenzie,middleweight,kotko,1,100,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head On Ground,1,40,UFC Fight Night: Condit vs Kampmann,2009-04-01,"Nashville, Tennessee, USA",Aaron Simpson,Aaron Simpson,Tim McKenzie,male,2009-04
14920,1599,Anthony Johnson v Kevin Burns,welterweight,kotko,3,28,3 Rnd (5-5-5),Mario Yamasaki,Kick to Head At Distance,0,28,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,"Las Vegas, Nevada, USA",Anthony Johnson,Anthony Johnson,Kevin Burns,male,2008-12
14924,1599,Eliot Marshall v Jules Bruchez,heavyweight,submission,1,87,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke,1,27,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,"Las Vegas, Nevada, USA",Eliot Marshall,Eliot Marshall,Jules Bruchez,male,2008-12
14926,1599,Shane Nelson v George Roop,lightweight,decisionsplit,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision - Split,5,0,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,"Las Vegas, Nevada, USA",Shane Nelson,Shane Nelson,George Roop,male,2008-12
14928,1600,Josh Koscheck v Yoshiyuki Yoshida,welterweight,kotko,1,135,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head At Distance,2,15,UFC Fight Night - Fight for the Troops,2008-12-10,"Fayetteville, North Carolina, USA",Josh Koscheck,Josh Koscheck,Yoshiyuki Yoshida,male,2008-12
14930,1600,Steve Cantwell v Razak Al-Hassan,heavyweight,submission,1,244,3 Rnd (5-5-5),Mario Yamasaki,Armbar From Mount       Technical Submission,4,4,UFC Fight Night - Fight for the Troops,2008-12-10,"Fayetteville, North Carolina, USA",Steve Cantwell,Steve Cantwell,Razak Al-Hassan,male,2008-12
14932,1600,Jim Miller v Matt Wiman,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC Fight Night - Fight for the Troops,2008-12-10,"Fayetteville, North Carolina, USA",Jim Miller,Jim Miller,Matt Wiman,male,2008-12
14938,1601,Brock Lesnar v Randy Couture,heavyweight,kotko,2,187,5 Rnd (5-5-5-5-5),Mario Yamasaki,Punches to Head On Ground,3,7,UFC 91: Couture vs Lesnar,2008-11-15,"Las Vegas, Nevada, USA",Brock Lesnar,Brock Lesnar,Randy Couture,male,2008-11
14943,1601,Aaron Riley v Jorge Gurgel,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 91: Couture vs Lesnar,2008-11-15,"Las Vegas, Nevada, USA",Aaron Riley,Aaron Riley,Jorge Gurgel,male,2008-11
14945,1601,Mark Bocek v Alvin Robinson,lightweight,submission,3,196,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke,3,16,UFC 91: Couture vs Lesnar,2008-11-15,"Las Vegas, Nevada, USA",Mark Bocek,Mark Bocek,Alvin Robinson,male,2008-11
14979,1605,Rich Franklin v Matt Hamill,heavyweight,kotko,3,39,3 Rnd (5-5-5),Mario Yamasaki,Kick to Body At Distance,0,39,UFC 88: Breakthrough,2008-09-06,"Atlanta, Georgia, USA",Rich Franklin,Rich Franklin,Matt Hamill,male,2008-09
14981,1605,Nate Marquardt v Martin Kampmann,middleweight,kotko,1,82,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head At Distance,1,22,UFC 88: Breakthrough,2008-09-06,"Atlanta, Georgia, USA",Nate Marquardt,Nate Marquardt,Martin Kampmann,male,2008-09
14982,1605,Dong Hyun Kim v Matt Brown,welterweight,decisionsplit,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision - Split,5,0,UFC 88: Breakthrough,2008-09-06,"Atlanta, Georgia, USA",Dong Hyun Kim,Dong Hyun Kim,Matt Brown,male,2008-09
14997,1607,Anderson Silva v James Irvin,heavyweight,kotko,1,61,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,1,1,UFC: Silva vs Irvin,2008-07-19,"Las Vegas, Nevada, USA",Anderson Silva,Anderson Silva,James Irvin,male,2008-07
15000,1607,Cain Velasquez v Jake O&#039;Brien,heavyweight,kotko,1,122,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head From Side Control,2,2,UFC: Silva vs Irvin,2008-07-19,"Las Vegas, Nevada, USA",Cain Velasquez,Cain Velasquez,Jake O&#039;Brien,male,2008-07
15003,1607,Tim Credeur v Cale Yarbrough,middleweight,kotko,1,114,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head At Distance,1,54,UFC: Silva vs Irvin,2008-07-19,"Las Vegas, Nevada, USA",Tim Credeur,Tim Credeur,Cale Yarbrough,male,2008-07
15029,1610,Mike Swick v Marcus Davis,welterweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 85: Bedlam,2008-06-07,"London, England, United Kingdom",Mike Swick,Mike Swick,Marcus Davis,male,2008-06
15034,1610,Kevin Burns v Roan Carneiro,welterweight,submission,2,230,3 Rnd (5-5-5),Mario Yamasaki,Triangle Choke From Bottom Guard,3,50,UFC 85: Bedlam,2008-06-07,"London, England, United Kingdom",Kevin Burns,Kevin Burns,Roan Carneiro,male,2008-06
15037,1610,Antoni Hardonk v Eddie Sanchez,heavyweight,kotko,2,255,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,4,15,UFC 85: Bedlam,2008-06-07,"London, England, United Kingdom",Antoni Hardonk,Antoni Hardonk,Eddie Sanchez,male,2008-06
15038,1611,BJ Penn v Sean Sherk,lightweight,kotko,3,300,5 Rnd (5-5-5-5-5),Mario Yamasaki,Flying Knee Head,5,0,UFC 84: Ill Will,2008-05-24,"Las Vegas, Nevada, USA",BJ Penn,BJ Penn,Sean Sherk,male,2008-05
15043,1611,Rousimar Palhares v Ivan Salaverry,middleweight,submission,1,156,3 Rnd (5-5-5),Mario Yamasaki,Armbar From Back Control,2,36,UFC 84: Ill Will,2008-05-24,"Las Vegas, Nevada, USA",Rousimar Palhares,Rousimar Palhares,Ivan Salaverry,male,2008-05
15102,1617,Marcus Davis v Jess Liaudin,welterweight,kotko,1,64,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,1,4,UFC 80: Rapid Fire,2008-01-19,"Newcastle, England, United Kingdom",Marcus Davis,Marcus Davis,Jess Liaudin,male,2008-01
15105,1617,Antoni Hardonk v Colin Robinson,heavyweight,kotko,1,17,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,0,17,UFC 80: Rapid Fire,2008-01-19,"Newcastle, England, United Kingdom",Antoni Hardonk,Antoni Hardonk,Colin Robinson,male,2008-01
15108,1617,Sam Stout v Per Eklund,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 80: Rapid Fire,2008-01-19,"Newcastle, England, United Kingdom",Sam Stout,Sam Stout,Per Eklund,male,2008-01
15111,1618,Eddie Sanchez v Soa Palelei,heavyweight,kotko,3,204,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head In Clinch,3,24,UFC 79: Nemesis,2007-12-29,"Las Vegas, Nevada, USA",Eddie Sanchez,Eddie Sanchez,Soa Palelei,male,2007-12
15112,1618,Lyoto Machida v Rameau Thierry Sokoudjou,heavyweight,submission,2,260,3 Rnd (5-5-5),Mario Yamasaki,Arm Triangle From Side Control,4,20,UFC 79: Nemesis,2007-12-29,"Las Vegas, Nevada, USA",Lyoto Machida,Lyoto Machida,Rameau Thierry Sokoudjou,male,2007-12
15116,1618,Dean Lister v Jordan Radev,middleweight,decisionunanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,Decision,5,0,UFC 79: Nemesis,2007-12-29,"Las Vegas, Nevada, USA",Dean Lister,Dean Lister,Jordan Radev,male,2007-12
15155,1623,Kenny Florian v Din Thomas,lightweight,submission,1,271,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke,4,31,UFC Fight Night: Thomas vs Florian,2007-09-19,"Las Vegas, Nevada, USA",Kenny Florian,Kenny Florian,Din Thomas,male,2007-09
15158,1623,Nate Quarry v Pete Sell,middleweight,kotko,3,44,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,0,44,UFC Fight Night: Thomas vs Florian,2007-09-19,"Las Vegas, Nevada, USA",Nate Quarry,Nate Quarry,Pete Sell,male,2007-09
15161,1623,Gray Maynard v Joe Veres,lightweight,kotko,1,9,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,0,9,UFC Fight Night: Thomas vs Florian,2007-09-19,"Las Vegas, Nevada, USA",Gray Maynard,Gray Maynard,Joe Veres,male,2007-09
